country,year,age1564_pct
SUR,2016,65.468722618361
SUR,2017,65.7094421041816
SUR,2018,65.9011279998332
SUR,2019,66.0642358130505
SUR,2020,66.1833381919318
SUR,2021,66.2930331317892
SVK,2011,71.947544218498
SVK,2012,71.7045328186371
SVK,2013,71.3702712441166
SVK,2014,70.9768771615539
SVK,2015,70.5178405978439
SVK,2016,69.9313041813556
SVK,2017,69.2551309624215
SVK,2018,68.5861635146178
SVK,2019,67.9466053941882
SVK,2020,67.3811945998033
SVK,2021,66.9089610618438
SVN,2011,69.2279739789653
SVN,2012,68.7880511619956
SVN,2013,68.2843640336961
SVN,2014,67.7481374494419
SVN,2015,67.157989987121
SVN,2016,66.5706788630685
SVN,2017,65.9854248185375
SVN,2018,65.452513323996
SVN,2019,65.0408615176971
SVN,2020,64.7403622350344
SVN,2021,64.4067832697893
SWE,2011,64.6999145647294
SWE,2012,64.2350876804122
SWE,2013,63.7580854153169
SWE,2014,63.3172186453916
SWE,2015,62.9579789502128
SWE,2016,62.700911392201
SWE,2017,62.5219734831306
SWE,2018,62.3768470334521
SWE,2019,62.2726593946469
SWE,2020,62.2041144475448
SWE,2021,62.1530987776028
SWZ,2011,58.5969645747779
SWZ,2012,58.8848200871369
SWZ,2013,59.1550367702369
SWZ,2014,59.4682385534089
SWZ,2015,59.8218430407438
SWZ,2016,60.1487593599868
SWZ,2017,60.444597172582
SWZ,2018,60.7565725734529
SWZ,2019,61.0868194400419
SWZ,2020,61.4389935018795
SWZ,2021,61.7921031399556
SXM,2011,72.6369393293839
SXM,2012,72.7832107930616
SXM,2013,72.8440341384504
SXM,2014,72.8072208663403
SXM,2015,72.6805705669642
SXM,2016,72.4267301105911
SXM,2017,72.1154462579975
SXM,2018,71.807010475423
SXM,2019,71.4964899899714
SXM,2020,71.2357495580077
SXM,2021,71.0579490510211
SYC,2011,70.6742661609499
SYC,2012,70.9783711561838
SYC,2013,71.200626882484
